
1	It	PRP	1_1	NOT_CLAUSE_COORDINATOR
2	is	VBZ	1_2	NOT_CLAUSE_COORDINATOR
3	best	RB	1_3	NOT_CLAUSE_COORDINATOR
4	not	RB	1_4	NOT_CLAUSE_COORDINATOR
5	to	TO	1_5	NOT_CLAUSE_COORDINATOR
6	have	VB	1_6	NOT_CLAUSE_COORDINATOR
7	drinks	NNS	1_7	NOT_CLAUSE_COORDINATOR
8	that	SSCCV	1_8	NOT_CLAUSE_COORDINATOR
9	contain	VBP	1_9	NOT_CLAUSE_COORDINATOR
10	a	DT	1_10	NOT_CLAUSE_COORDINATOR
11	lot	NN	1_11	NOT_CLAUSE_COORDINATOR
12	of	IN	1_12	NOT_CLAUSE_COORDINATOR
13	sugar	NN	1_13	NOT_CLAUSE_COORDINATOR
14	,	SSMP	1_14	NOT_CLAUSE_COORDINATOR
15	such	JJ	1_15	NOT_CLAUSE_COORDINATOR
16	as	IN	1_16	NOT_CLAUSE_COORDINATOR
17	cola	NN	1_17	NOT_CLAUSE_COORDINATOR
18	or	CLN	1_18	NOT_CLAUSE_COORDINATOR
19	pop	NN	1_19	NOT_CLAUSE_COORDINATOR
20	[,]	CCV	1_20	NOT_CLAUSE_COORDINATOR
21	as	IN	1_21	NOT_CLAUSE_COORDINATOR
22	they	PRP	1_22	NOT_CLAUSE_COORDINATOR
23	can	MD	1_23	NOT_CLAUSE_COORDINATOR
24	sometimes	RB	1_24	NOT_CLAUSE_COORDINATOR
25	make	VB	1_25	NOT_CLAUSE_COORDINATOR
26	diarrhoea	NN	1_26	NOT_CLAUSE_COORDINATOR
27	worse	JJR	1_27	NOT_CLAUSE_COORDINATOR
28	.	.	1_28	NOT_CLAUSE_COORDINATOR


1	Rehydration	NN	2_1	NOT_CLAUSE_COORDINATOR
2	drinks	NNS	2_2	NOT_CLAUSE_COORDINATOR
3	are	VBP	2_3	NOT_CLAUSE_COORDINATOR
4	recommended	VBN	2_4	NOT_CLAUSE_COORDINATOR
5	for	IN	2_5	NOT_CLAUSE_COORDINATOR
6	people	NNS	2_6	NOT_CLAUSE_COORDINATOR
7	who	SSCCV	2_7	NOT_CLAUSE_COORDINATOR
8	are	VBP	2_8	NOT_CLAUSE_COORDINATOR
9	frail	JJ	2_9	NOT_CLAUSE_COORDINATOR
10	[,_or]	CCV	2_10	NOT_CLAUSE_COORDINATOR
11	over	IN	2_11	NOT_CLAUSE_COORDINATOR
12	the	DT	2_12	NOT_CLAUSE_COORDINATOR
13	age	NN	2_13	NOT_CLAUSE_COORDINATOR
14	of	IN	2_14	NOT_CLAUSE_COORDINATOR
15	60	CD	2_15	NOT_CLAUSE_COORDINATOR
16	,_or	CCV	2_16	NOT_CLAUSE_COORDINATOR
17	who	SSCCV	2_17	NOT_CLAUSE_COORDINATOR
18	have	VBP	2_18	NOT_CLAUSE_COORDINATOR
19	underlying	JJ	2_19	NOT_CLAUSE_COORDINATOR
20	health	NN	2_20	NOT_CLAUSE_COORDINATOR
21	problems	NNS	2_21	NOT_CLAUSE_COORDINATOR
22	.	.	2_22	NOT_CLAUSE_COORDINATOR

1	Rehydration	NN	3_1	BEFORE_COMPOUND
2	drinks	NNS	3_2	BEFORE_COMPOUND
3	are	VBP	3_3	BEFORE_COMPOUND
4	recommended	VBN	3_4	BEFORE_COMPOUND
5	for	IN	3_5	BEFORE_COMPOUND
6	people	NNS	3_6	BEFORE_COMPOUND
7	who	SSCCV	3_7	IN_COMPOUND_BEFORESIGN
8	are	VBP	3_8	IN_COMPOUND_BEFORESIGN
9	frail	JJ	3_9	IN_COMPOUND_BEFORESIGN
10	,_or	CCV	3_10	IN_COMPOUND_BEFORESIGN
11	over	IN	3_11	IN_COMPOUND_BEFORESIGN
12	the	DT	3_12	IN_COMPOUND_BEFORESIGN
13	age	NN	3_13	IN_COMPOUND_BEFORESIGN
14	of	IN	3_14	IN_COMPOUND_BEFORESIGN
15	60	CD	3_15	IN_COMPOUND_BEFORESIGN
16	[,_or]	CCV	3_16	IN_COMPOUND
17	who	SSCCV	3_17	IN_COMPOUND_AFTERSIGN
18	have	VBP	3_18	IN_COMPOUND_AFTERSIGN
19	underlying	JJ	3_19	IN_COMPOUND_AFTERSIGN
20	health	NN	3_20	IN_COMPOUND_AFTERSIGN
21	problems	NNS	3_21	IN_COMPOUND_AFTERSIGN
22	.	.	3_22	AFTER_COMPOUND

1	You	PRP	4_1	IN_COMPOUND_BEFORESIGN
2	may	MD	4_2	IN_COMPOUND_BEFORESIGN
3	not	RB	4_3	IN_COMPOUND_BEFORESIGN
4	feel	VB	4_4	IN_COMPOUND_BEFORESIGN
5	like	IN	4_5	IN_COMPOUND_BEFORESIGN
6	food	NN	4_6	IN_COMPOUND_BEFORESIGN
7	[and]	CCV	4_7	IN_COMPOUND
8	most	JJS	4_8	IN_COMPOUND_AFTERSIGN
9	adults	NNS	4_9	IN_COMPOUND_AFTERSIGN
10	can	MD	4_10	IN_COMPOUND_AFTERSIGN
11	do	VB	4_11	IN_COMPOUND_AFTERSIGN
12	without	IN	4_12	IN_COMPOUND_AFTERSIGN
13	food	NN	4_13	IN_COMPOUND_AFTERSIGN
14	for	IN	4_14	IN_COMPOUND_AFTERSIGN
15	a	DT	4_15	IN_COMPOUND_AFTERSIGN
16	few	JJ	4_16	IN_COMPOUND_AFTERSIGN
17	days	NNS	4_17	IN_COMPOUND_AFTERSIGN
18	.	.	4_18	AFTER_COMPOUND

1	If	IN	5_1	NOT_CLAUSE_COORDINATOR
2	you	PRP	5_2	NOT_CLAUSE_COORDINATOR
3	do	VBP	5_3	NOT_CLAUSE_COORDINATOR
4	feel	VB	5_4	NOT_CLAUSE_COORDINATOR
5	like	IN	5_5	NOT_CLAUSE_COORDINATOR
6	eating	NN	5_6	NOT_CLAUSE_COORDINATOR
7	[,]	CCV	5_7	NOT_CLAUSE_COORDINATOR
8	avoid	VB	5_8	NOT_CLAUSE_COORDINATOR
9	fatty	NN	5_9	NOT_CLAUSE_COORDINATOR
10	,	CMN1	5_10	NOT_CLAUSE_COORDINATOR
11	spicy	NN	5_11	NOT_CLAUSE_COORDINATOR
12	or	CMN1	5_12	NOT_CLAUSE_COORDINATOR
13	heavy	JJ	5_13	NOT_CLAUSE_COORDINATOR
14	food	NN	5_14	NOT_CLAUSE_COORDINATOR
15	at	IN	5_15	NOT_CLAUSE_COORDINATOR
16	first	JJ	5_16	NOT_CLAUSE_COORDINATOR
17	.	.	5_17	NOT_CLAUSE_COORDINATOR

1	Plain	JJ	6_1	NOT_CLAUSE_COORDINATOR
2	foods	NNS	6_2	NOT_CLAUSE_COORDINATOR
3	such	JJ	6_3	NOT_CLAUSE_COORDINATOR
4	as	IN	6_4	NOT_CLAUSE_COORDINATOR
5	wholemeal	JJ	6_5	NOT_CLAUSE_COORDINATOR
6	bread	NN	6_6	NOT_CLAUSE_COORDINATOR
7	[and]	CCV	6_7	NOT_CLAUSE_COORDINATOR
8	rice	NN	6_8	NOT_CLAUSE_COORDINATOR
9	are	VBP	6_9	NOT_CLAUSE_COORDINATOR
10	good	JJ	6_10	NOT_CLAUSE_COORDINATOR
11	foods	NNS	6_11	NOT_CLAUSE_COORDINATOR
12	to	TO	6_12	NOT_CLAUSE_COORDINATOR
13	try	VB	6_13	NOT_CLAUSE_COORDINATOR
14	eating	NN	6_14	NOT_CLAUSE_COORDINATOR
15	first	RB	6_15	NOT_CLAUSE_COORDINATOR
16	.	.	6_16	NOT_CLAUSE_COORDINATOR

1	Note	NNP	7_1	BEFORE_COMPOUND
2	:	SSCM	7_2	BEFORE_COMPOUND
3	do	VBP	7_3	BEFORE_COMPOUND
4	not	RB	7_4	BEFORE_COMPOUND
5	use	VB	7_5	BEFORE_COMPOUND
6	anti-diarrhoea	JJ	7_6	BEFORE_COMPOUND
7	drugs	NNS	7_7	BEFORE_COMPOUND
8	if	IN	7_8	IN_COMPOUND_BEFORESIGN
9	you	PRP	7_9	IN_COMPOUND_BEFORESIGN
10	pass	VBP	7_10	IN_COMPOUND_BEFORESIGN
11	blood	NN	7_11	IN_COMPOUND_BEFORESIGN
12	or	CLA	7_12	IN_COMPOUND_BEFORESIGN
13	mucus	NN	7_13	IN_COMPOUND_BEFORESIGN
14	with	IN	7_14	IN_COMPOUND_BEFORESIGN
15	the	DT	7_15	IN_COMPOUND_BEFORESIGN
16	diarrhoea	NN	7_16	IN_COMPOUND_BEFORESIGN
17	[or]	CCV	7_17	IN_COMPOUND
18	if	IN	7_18	IN_COMPOUND_AFTERSIGN
19	you	PRP	7_19	IN_COMPOUND_AFTERSIGN
20	have	VBP	7_20	IN_COMPOUND_AFTERSIGN
21	a	DT	7_21	IN_COMPOUND_AFTERSIGN
22	high	JJ	7_22	IN_COMPOUND_AFTERSIGN
23	fever	NN	7_23	IN_COMPOUND_AFTERSIGN
24	.	.	7_24	AFTER_COMPOUND

1	If	IN	8_1	NOT_CLAUSE_COORDINATOR
2	dehydration	NN	8_2	NOT_CLAUSE_COORDINATOR
3	is	VBZ	8_3	NOT_CLAUSE_COORDINATOR
4	not	RB	8_4	NOT_CLAUSE_COORDINATOR
5	treated	VBN	8_5	NOT_CLAUSE_COORDINATOR
6	[,]	CCV	8_6	NOT_CLAUSE_COORDINATOR
7	kidney	NN	8_7	NOT_CLAUSE_COORDINATOR
8	failure	NN	8_8	NOT_CLAUSE_COORDINATOR
9	may	MD	8_9	NOT_CLAUSE_COORDINATOR
10	also	RB	8_10	NOT_CLAUSE_COORDINATOR
11	develop	VB	8_11	NOT_CLAUSE_COORDINATOR
12	.	.	8_12	NOT_CLAUSE_COORDINATOR

1	The	DT	9_1	BEFORE_COMPOUND
2	condition	NN	9_2	BEFORE_COMPOUND
3	gets	VBZ	9_3	BEFORE_COMPOUND
4	better	JJR	9_4	BEFORE_COMPOUND
5	when	SSCCV	9_5	BEFORE_COMPOUND
6	the	DT	9_6	IN_COMPOUND_BEFORESIGN
7	infection	NN	9_7	IN_COMPOUND_BEFORESIGN
8	is	VBZ	9_8	IN_COMPOUND_BEFORESIGN
9	over	IN	9_9	IN_COMPOUND_BEFORESIGN
10	[and]	CCV	9_10	IN_COMPOUND
11	the	DT	9_11	IN_COMPOUND_AFTERSIGN
12	gut	NN	9_12	IN_COMPOUND_AFTERSIGN
13	lining	NN	9_13	IN_COMPOUND_AFTERSIGN
14	heals	NNS	9_14	IN_COMPOUND_AFTERSIGN
15	.	.	9_15	AFTER_COMPOUND

1	Ideally	RB	10_1	IN_COMPOUND_BEFORESIGN
2	,	ESMAdvP	10_2	IN_COMPOUND_BEFORESIGN
3	use	NN	10_3	IN_COMPOUND_BEFORESIGN
4	liquid	NN	10_4	IN_COMPOUND_BEFORESIGN
5	soap	NN	10_5	IN_COMPOUND_BEFORESIGN
6	in	IN	10_6	IN_COMPOUND_BEFORESIGN
7	warm	JJ	10_7	IN_COMPOUND_BEFORESIGN
8	running	NN	10_8	IN_COMPOUND_BEFORESIGN
9	water	NN	10_9	IN_COMPOUND_BEFORESIGN
10	[,_but]	CCV	10_10	IN_COMPOUND
11	any	DT	10_11	IN_COMPOUND_AFTERSIGN
12	soap	NN	10_12	IN_COMPOUND_AFTERSIGN
13	is	VBZ	10_13	IN_COMPOUND_AFTERSIGN
14	better	JJR	10_14	IN_COMPOUND_AFTERSIGN
15	than	IN	10_15	IN_COMPOUND_AFTERSIGN
16	none	NN	10_16	IN_COMPOUND_AFTERSIGN
17	.	.	10_17	AFTER_COMPOUND

1	*	NNP	11_1	NOT_CLAUSE_COORDINATOR
2	If	IN	11_2	NOT_CLAUSE_COORDINATOR
3	a	DT	11_3	NOT_CLAUSE_COORDINATOR
4	potty	NN	11_4	NOT_CLAUSE_COORDINATOR
5	has	VBZ	11_5	NOT_CLAUSE_COORDINATOR
6	to	TO	11_6	NOT_CLAUSE_COORDINATOR
7	be	VB	11_7	NOT_CLAUSE_COORDINATOR
8	used	VBN	11_8	NOT_CLAUSE_COORDINATOR
9	[,]	CCV	11_9	NOT_CLAUSE_COORDINATOR
10	wear	NN	11_10	NOT_CLAUSE_COORDINATOR
11	gloves	NNS	11_11	NOT_CLAUSE_COORDINATOR
12	when	SSCCV	11_12	NOT_CLAUSE_COORDINATOR
13	you	PRP	11_13	NOT_CLAUSE_COORDINATOR
14	handle	VBP	11_14	NOT_CLAUSE_COORDINATOR
15	it	PRP	11_15	NOT_CLAUSE_COORDINATOR
16	,	CCV	11_16	NOT_CLAUSE_COORDINATOR
17	dispose	VB	11_17	NOT_CLAUSE_COORDINATOR
18	of	IN	11_18	NOT_CLAUSE_COORDINATOR
19	the	DT	11_19	NOT_CLAUSE_COORDINATOR
20	contents	NNS	11_20	NOT_CLAUSE_COORDINATOR
21	into	IN	11_21	NOT_CLAUSE_COORDINATOR
22	a	DT	11_22	NOT_CLAUSE_COORDINATOR
23	toilet	NN	11_23	NOT_CLAUSE_COORDINATOR
24	,	CMV1	11_24	NOT_CLAUSE_COORDINATOR
25	then	RB	11_25	NOT_CLAUSE_COORDINATOR
26	wash	VBP	11_26	NOT_CLAUSE_COORDINATOR
27	the	DT	11_27	NOT_CLAUSE_COORDINATOR
28	potty	NN	11_28	NOT_CLAUSE_COORDINATOR
29	with	IN	11_29	NOT_CLAUSE_COORDINATOR
30	hot	JJ	11_30	NOT_CLAUSE_COORDINATOR
31	water	NN	11_31	NOT_CLAUSE_COORDINATOR
32	and	CLN	11_32	NOT_CLAUSE_COORDINATOR
33	detergent	NN	11_33	NOT_CLAUSE_COORDINATOR
34	and	CMV1	11_34	NOT_CLAUSE_COORDINATOR
35	leave	VB	11_35	NOT_CLAUSE_COORDINATOR
36	it	PRP	11_36	NOT_CLAUSE_COORDINATOR
37	to	TO	11_37	NOT_CLAUSE_COORDINATOR
38	dry	VB	11_38	NOT_CLAUSE_COORDINATOR
39	.	.	11_39	NOT_CLAUSE_COORDINATOR

1	*	NNP	12_1	BEFORE_COMPOUND
2	If	IN	12_2	BEFORE_COMPOUND
3	a	DT	12_3	BEFORE_COMPOUND
4	potty	NN	12_4	BEFORE_COMPOUND
5	has	VBZ	12_5	BEFORE_COMPOUND
6	to	TO	12_6	BEFORE_COMPOUND
7	be	VB	12_7	BEFORE_COMPOUND
8	used	VBN	12_8	BEFORE_COMPOUND
9	,	CCV	12_9	BEFORE_COMPOUND
10	wear	NN	12_10	IN_COMPOUND_BEFORESIGN
11	gloves	NNS	12_11	IN_COMPOUND_BEFORESIGN
12	when	SSCCV	12_12	IN_COMPOUND_BEFORESIGN
13	you	PRP	12_13	IN_COMPOUND_BEFORESIGN
14	handle	VBP	12_14	IN_COMPOUND_BEFORESIGN
15	it	PRP	12_15	IN_COMPOUND_BEFORESIGN
16	[,]	CCV	12_16	IN_COMPOUND
17	dispose	VB	12_17	IN_COMPOUND_AFTERSIGN
18	of	IN	12_18	IN_COMPOUND_AFTERSIGN
19	the	DT	12_19	IN_COMPOUND_AFTERSIGN
20	contents	NNS	12_20	IN_COMPOUND_AFTERSIGN
21	into	IN	12_21	IN_COMPOUND_AFTERSIGN
22	a	DT	12_22	IN_COMPOUND_AFTERSIGN
23	toilet	NN	12_23	IN_COMPOUND_AFTERSIGN
24	,	CMV1	12_24	IN_COMPOUND_AFTERSIGN
25	then	RB	12_25	IN_COMPOUND_AFTERSIGN
26	wash	VBP	12_26	IN_COMPOUND_AFTERSIGN
27	the	DT	12_27	IN_COMPOUND_AFTERSIGN
28	potty	NN	12_28	IN_COMPOUND_AFTERSIGN
29	with	IN	12_29	IN_COMPOUND_AFTERSIGN
30	hot	JJ	12_30	IN_COMPOUND_AFTERSIGN
31	water	NN	12_31	IN_COMPOUND_AFTERSIGN
32	and	CLN	12_32	IN_COMPOUND_AFTERSIGN
33	detergent	NN	12_33	IN_COMPOUND_AFTERSIGN
34	and	CMV1	12_34	IN_COMPOUND_AFTERSIGN
35	leave	VB	12_35	IN_COMPOUND_AFTERSIGN
36	it	PRP	12_36	IN_COMPOUND_AFTERSIGN
37	to	TO	12_37	IN_COMPOUND_AFTERSIGN
38	dry	VB	12_38	IN_COMPOUND_AFTERSIGN
39	.	.	12_39	AFTER_COMPOUND

1	*	NNP	13_1	NOT_CLAUSE_COORDINATOR
2	Food	NNP	13_2	NOT_CLAUSE_COORDINATOR
3	handlers	NNS	13_3	NOT_CLAUSE_COORDINATOR
4	:	SSCCV	13_4	NOT_CLAUSE_COORDINATOR
5	if	IN	13_5	NOT_CLAUSE_COORDINATOR
6	you	PRP	13_6	NOT_CLAUSE_COORDINATOR
7	work	VBP	13_7	NOT_CLAUSE_COORDINATOR
8	with	IN	13_8	NOT_CLAUSE_COORDINATOR
9	food	NN	13_9	NOT_CLAUSE_COORDINATOR
10	and	CMN1	13_10	NOT_CLAUSE_COORDINATOR
11	develop	VB	13_11	NOT_CLAUSE_COORDINATOR
12	diarrhoea	NN	13_12	NOT_CLAUSE_COORDINATOR
13	or	CLN	13_13	NOT_CLAUSE_COORDINATOR
14	vomiting	NN	13_14	NOT_CLAUSE_COORDINATOR
15	[,]	CCV	13_15	NOT_CLAUSE_COORDINATOR
16	you	PRP	13_16	NOT_CLAUSE_COORDINATOR
17	must	MD	13_17	NOT_CLAUSE_COORDINATOR
18	immediately	RB	13_18	NOT_CLAUSE_COORDINATOR
19	leave	VB	13_19	NOT_CLAUSE_COORDINATOR
20	the	DT	13_20	NOT_CLAUSE_COORDINATOR
