

1	The	DT	1_1	BEFORE_COMPOUND
2	king	NN	1_2	BEFORE_COMPOUND
3	comforted	VBD	1_3	BEFORE_COMPOUND
4	her	PRP$	1_4	BEFORE_COMPOUND
5	and	CMV1	1_5	BEFORE_COMPOUND
6	said	VBD	1_6	BEFORE_COMPOUND
7	:	SSCM	1_7	BEFORE_COMPOUND
8	'	POS	1_8	BEFORE_COMPOUND
9	Leave	VB	1_9	IN_COMPOUND_BEFORESIGN
10	your	PRP$	1_10	IN_COMPOUND_BEFORESIGN
11	bedroom	NN	1_11	IN_COMPOUND_BEFORESIGN
12	door	NN	1_12	IN_COMPOUND_BEFORESIGN
13	open	JJ	1_13	IN_COMPOUND_BEFORESIGN
14	this	DT	1_14	IN_COMPOUND_BEFORESIGN
15	night	NN	1_15	IN_COMPOUND_BEFORESIGN
16	[,_and]	CCV	1_16	IN_COMPOUND
17	my	PRP$	1_17	IN_COMPOUND_AFTERSIGN
18	servants	NNS	1_18	IN_COMPOUND_AFTERSIGN
19	shall	MD	1_19	IN_COMPOUND_AFTERSIGN
20	stand	VB	1_20	IN_COMPOUND_AFTERSIGN
21	outside	JJ	1_21	IN_COMPOUND_AFTERSIGN
22	,_and	CCV	1_22	IN_COMPOUND_AFTERSIGN
23	when	SSCCV	1_23	IN_COMPOUND_AFTERSIGN
24	he	PRP	1_24	IN_COMPOUND_AFTERSIGN
25	has	VBZ	1_25	IN_COMPOUND_AFTERSIGN
26	fallen	VBN	1_26	IN_COMPOUND_AFTERSIGN
27	asleep	NN	1_27	IN_COMPOUND_AFTERSIGN
28	shall	MD	1_28	IN_COMPOUND_AFTERSIGN
29	go	VB	1_29	IN_COMPOUND_AFTERSIGN
30	in	IN	1_30	IN_COMPOUND_AFTERSIGN
31	,	ESCCV	1_31	IN_COMPOUND_AFTERSIGN
32	bind	VB	1_32	IN_COMPOUND_AFTERSIGN
33	him	PRP	1_33	IN_COMPOUND_AFTERSIGN
34	,_and	CMN1	1_34	IN_COMPOUND_AFTERSIGN
35	take	VB	1_35	IN_COMPOUND_AFTERSIGN
36	him	PRP	1_36	IN_COMPOUND_AFTERSIGN
37	on	IN	1_37	IN_COMPOUND_AFTERSIGN
38	board	NN	1_38	IN_COMPOUND_AFTERSIGN
39	a	DT	1_39	IN_COMPOUND_AFTERSIGN
40	ship	NN	1_40	IN_COMPOUND_AFTERSIGN
41	which	SSCCV	1_41	IN_COMPOUND_AFTERSIGN
42	shall	MD	1_42	IN_COMPOUND_AFTERSIGN
43	carry	VB	1_43	IN_COMPOUND_AFTERSIGN
44	him	PRP	1_44	IN_COMPOUND_AFTERSIGN
45	into	IN	1_45	IN_COMPOUND_AFTERSIGN
46	the	DT	1_46	IN_COMPOUND_AFTERSIGN
47	wide	JJ	1_47	IN_COMPOUND_AFTERSIGN
48	world	NN	1_48	IN_COMPOUND_AFTERSIGN
49	.	.	1_49	AFTER_COMPOUND
50	'	''	1_50	AFTER_COMPOUND

1	The	DT	2_1	NOT_CLAUSE_COORDINATOR
2	king	NN	2_2	NOT_CLAUSE_COORDINATOR
3	comforted	VBD	2_3	NOT_CLAUSE_COORDINATOR
4	her	PRP$	2_4	NOT_CLAUSE_COORDINATOR
5	and	CMV1	2_5	NOT_CLAUSE_COORDINATOR
6	said	VBD	2_6	NOT_CLAUSE_COORDINATOR
7	:	SSCM	2_7	NOT_CLAUSE_COORDINATOR
8	'	POS	2_8	NOT_CLAUSE_COORDINATOR
9	Leave	VB	2_9	NOT_CLAUSE_COORDINATOR
10	your	PRP$	2_10	NOT_CLAUSE_COORDINATOR
11	bedroom	NN	2_11	NOT_CLAUSE_COORDINATOR
12	door	NN	2_12	NOT_CLAUSE_COORDINATOR
13	open	JJ	2_13	NOT_CLAUSE_COORDINATOR
14	this	DT	2_14	NOT_CLAUSE_COORDINATOR
15	night	NN	2_15	NOT_CLAUSE_COORDINATOR
16	,_and	CCV	2_16	NOT_CLAUSE_COORDINATOR
17	my	PRP$	2_17	NOT_CLAUSE_COORDINATOR
18	servants	NNS	2_18	NOT_CLAUSE_COORDINATOR
19	shall	MD	2_19	NOT_CLAUSE_COORDINATOR
20	stand	VB	2_20	NOT_CLAUSE_COORDINATOR
21	outside	JJ	2_21	NOT_CLAUSE_COORDINATOR
22	[,_and]	CCV	2_22	NOT_CLAUSE_COORDINATOR
23	when	SSCCV	2_23	NOT_CLAUSE_COORDINATOR
24	he	PRP	2_24	NOT_CLAUSE_COORDINATOR
25	has	VBZ	2_25	NOT_CLAUSE_COORDINATOR
26	fallen	VBN	2_26	NOT_CLAUSE_COORDINATOR
27	asleep	NN	2_27	NOT_CLAUSE_COORDINATOR
28	shall	MD	2_28	NOT_CLAUSE_COORDINATOR
29	go	VB	2_29	NOT_CLAUSE_COORDINATOR
30	in	IN	2_30	NOT_CLAUSE_COORDINATOR
31	,	ESCCV	2_31	NOT_CLAUSE_COORDINATOR
32	bind	VB	2_32	NOT_CLAUSE_COORDINATOR
33	him	PRP	2_33	NOT_CLAUSE_COORDINATOR
34	,_and	CMN1	2_34	NOT_CLAUSE_COORDINATOR
35	take	VB	2_35	NOT_CLAUSE_COORDINATOR
36	him	PRP	2_36	NOT_CLAUSE_COORDINATOR
37	on	IN	2_37	NOT_CLAUSE_COORDINATOR
38	board	NN	2_38	NOT_CLAUSE_COORDINATOR
39	a	DT	2_39	NOT_CLAUSE_COORDINATOR
40	ship	NN	2_40	NOT_CLAUSE_COORDINATOR
41	which	SSCCV	2_41	NOT_CLAUSE_COORDINATOR
42	shall	MD	2_42	NOT_CLAUSE_COORDINATOR
43	carry	VB	2_43	NOT_CLAUSE_COORDINATOR
44	him	PRP	2_44	NOT_CLAUSE_COORDINATOR
45	into	IN	2_45	NOT_CLAUSE_COORDINATOR
46	the	DT	2_46	NOT_CLAUSE_COORDINATOR
47	wide	JJ	2_47	NOT_CLAUSE_COORDINATOR
48	world	NN	2_48	NOT_CLAUSE_COORDINATOR
49	.	.	2_49	NOT_CLAUSE_COORDINATOR
50	'	''	2_50	NOT_CLAUSE_COORDINATOR

1	At	IN	3_1	BEFORE_COMPOUND
2	night	NN	3_2	BEFORE_COMPOUND
3	he	PRP	3_3	IN_COMPOUND_BEFORESIGN
4	went	VBD	3_4	IN_COMPOUND_BEFORESIGN
5	to	TO	3_5	IN_COMPOUND_BEFORESIGN
6	bed	NN	3_6	IN_COMPOUND_BEFORESIGN
7	with	IN	3_7	IN_COMPOUND_BEFORESIGN
8	his	PRP$	3_8	IN_COMPOUND_BEFORESIGN
9	wife	NN	3_9	IN_COMPOUND_BEFORESIGN
10	at	IN	3_10	IN_COMPOUND_BEFORESIGN
11	the	DT	3_11	IN_COMPOUND_BEFORESIGN
12	usual	JJ	3_12	IN_COMPOUND_BEFORESIGN
13	time	NN	3_13	IN_COMPOUND_BEFORESIGN
14	[,_and]	CCV	3_14	IN_COMPOUND
15	when	SSCCV	3_15	IN_COMPOUND_AFTERSIGN
16	she	PRP	3_16	IN_COMPOUND_AFTERSIGN
17	thought	VBD	3_17	IN_COMPOUND_AFTERSIGN
18	that	SSCCV	3_18	IN_COMPOUND_AFTERSIGN
19	he	PRP	3_19	IN_COMPOUND_AFTERSIGN
20	had	VBD	3_20	IN_COMPOUND_AFTERSIGN
21	fallen	VBN	3_21	IN_COMPOUND_AFTERSIGN
22	asleep	RB	3_22	IN_COMPOUND_AFTERSIGN
23	,	ESCCV	3_23	IN_COMPOUND_AFTERSIGN
24	she	PRP	3_24	IN_COMPOUND_AFTERSIGN
25	got	VBD	3_25	IN_COMPOUND_AFTERSIGN
26	up	RP	3_26	IN_COMPOUND_AFTERSIGN
27	,	CMV1	3_27	IN_COMPOUND_AFTERSIGN
28	opened	VBD	3_28	IN_COMPOUND_AFTERSIGN
29	the	DT	3_29	IN_COMPOUND_AFTERSIGN
30	door	NN	3_30	IN_COMPOUND_AFTERSIGN
31	,_and	CMV1	3_31	IN_COMPOUND_AFTERSIGN
32	then	RB	3_32	IN_COMPOUND_AFTERSIGN
33	lay	VBD	3_33	IN_COMPOUND_AFTERSIGN
34	down	RB	3_34	IN_COMPOUND_AFTERSIGN
35	again	RB	3_35	IN_COMPOUND_AFTERSIGN
36	.	.	3_36	AFTER_COMPOUND

1	The	DT	4_1	BEFORE_COMPOUND
2	little	JJ	4_2	BEFORE_COMPOUND
3	tailor	NN	4_3	BEFORE_COMPOUND
4	,_who	SSCCV	4_4	BEFORE_COMPOUND
5	was	VBD	4_5	BEFORE_COMPOUND
6	only	RB	4_6	BEFORE_COMPOUND
7	pretending	VBG	4_7	BEFORE_COMPOUND
8	to	TO	4_8	BEFORE_COMPOUND
9	be	VB	4_9	BEFORE_COMPOUND
10	asleep	JJ	4_10	BEFORE_COMPOUND
11	,	ESCCV	4_11	BEFORE_COMPOUND
12	began	VBD	4_12	BEFORE_COMPOUND
13	to	TO	4_13	BEFORE_COMPOUND
14	cry	VB	4_14	BEFORE_COMPOUND
15	out	RP	4_15	BEFORE_COMPOUND
16	in	IN	4_16	BEFORE_COMPOUND
17	a	DT	4_17	BEFORE_COMPOUND
18	clear	JJ	4_18	BEFORE_COMPOUND
19	voice	NN	4_19	BEFORE_COMPOUND
20	:	SSCM	4_20	BEFORE_COMPOUND
21	'	POS	4_21	BEFORE_COMPOUND
22	Boy	NNP	4_22	BEFORE_COMPOUND
23	,	SSMN	4_23	BEFORE_COMPOUND
24	make	VBP	4_24	IN_COMPOUND_BEFORESIGN
25	me	PRP	4_25	IN_COMPOUND_BEFORESIGN
26	the	DT	4_26	IN_COMPOUND_BEFORESIGN
27	doublet	NN	4_27	IN_COMPOUND_BEFORESIGN
28	and	CMV1	4_28	IN_COMPOUND_BEFORESIGN
29	patch	VB	4_29	IN_COMPOUND_BEFORESIGN
30	me	PRP	4_30	IN_COMPOUND_BEFORESIGN
31	the	DT	4_31	IN_COMPOUND_BEFORESIGN
32	pantaloons	NNS	4_32	IN_COMPOUND_BEFORESIGN
33	[,_or]	CCV	4_33	IN_COMPOUND
34	I	PRP	4_34	IN_COMPOUND_AFTERSIGN
35	will	MD	4_35	IN_COMPOUND_AFTERSIGN
36	rap	VB	4_36	IN_COMPOUND_AFTERSIGN
37	the	DT	4_37	IN_COMPOUND_AFTERSIGN
38	yard-measure	NN	4_38	IN_COMPOUND_AFTERSIGN
39	over	IN	4_39	IN_COMPOUND_AFTERSIGN
40	your	PRP$	4_40	IN_COMPOUND_AFTERSIGN
41	ears	NNS	4_41	IN_COMPOUND_AFTERSIGN
42	.	.	4_42	AFTER_COMPOUND

1	When	WRB	5_1	BEFORE_COMPOUND
2	these	DT	5_2	BEFORE_COMPOUND
3	men	NNS	5_3	BEFORE_COMPOUND
4	heard	VBD	5_4	BEFORE_COMPOUND
5	the	DT	5_5	BEFORE_COMPOUND
6	tailor	NN	5_6	BEFORE_COMPOUND
7	speaking	NN	5_7	BEFORE_COMPOUND
8	thus	RB	5_8	BEFORE_COMPOUND
9	,	ESCCV	5_9	BEFORE_COMPOUND
10	they	PRP	5_10	IN_COMPOUND_BEFORESIGN
11	were	VBD	5_11	IN_COMPOUND_BEFORESIGN
12	overcome	VBN	5_12	IN_COMPOUND_BEFORESIGN
13	by	IN	5_13	IN_COMPOUND_BEFORESIGN
14	a	DT	5_14	IN_COMPOUND_BEFORESIGN
15	great	JJ	5_15	IN_COMPOUND_BEFORESIGN
16	dread	NN	5_16	IN_COMPOUND_BEFORESIGN
17	,_and	CMV1	5_17	IN_COMPOUND_BEFORESIGN
18	ran	VBD	5_18	IN_COMPOUND_BEFORESIGN
19	as	IN	5_19	IN_COMPOUND_BEFORESIGN
20	if	IN	5_20	IN_COMPOUND_BEFORESIGN
21	the	DT	5_21	IN_COMPOUND_BEFORESIGN
22	wild	JJ	5_22	IN_COMPOUND_BEFORESIGN
23	huntsman	NN	5_23	IN_COMPOUND_BEFORESIGN
24	were	VBD	5_24	IN_COMPOUND_BEFORESIGN
25	behind	IN	5_25	IN_COMPOUND_BEFORESIGN
26	them	PRP	5_26	IN_COMPOUND_BEFORESIGN
27	[,_and]	CCV	5_27	IN_COMPOUND
28	none	NN	5_28	IN_COMPOUND_AFTERSIGN
29	of	IN	5_29	IN_COMPOUND_AFTERSIGN
30	them	PRP	5_30	IN_COMPOUND_AFTERSIGN
31	would	MD	5_31	IN_COMPOUND_AFTERSIGN
32	venture	VB	5_32	IN_COMPOUND_AFTERSIGN
33	anything	NN	5_33	IN_COMPOUND_AFTERSIGN
34	further	RB	5_34	IN_COMPOUND_AFTERSIGN
35	against	IN	5_35	IN_COMPOUND_AFTERSIGN
36	him	PRP	5_36	IN_COMPOUND_AFTERSIGN
37	.	.	5_37	AFTER_COMPOUND

1	Now	RB	6_1	NOT_CLAUSE_COORDINATOR
2	this	DT	6_2	NOT_CLAUSE_COORDINATOR
3	king	NN	6_3	NOT_CLAUSE_COORDINATOR
4	and	CLN	6_4	NOT_CLAUSE_COORDINATOR
5	queen	NN	6_5	NOT_CLAUSE_COORDINATOR
6	had	VBD	6_6	NOT_CLAUSE_COORDINATOR
7	plenty	NN	6_7	NOT_CLAUSE_COORDINATOR
8	of	IN	6_8	NOT_CLAUSE_COORDINATOR
9	money	NN	6_9	NOT_CLAUSE_COORDINATOR
10	,_and	CLN	6_10	NOT_CLAUSE_COORDINATOR
11	plenty	NN	6_11	NOT_CLAUSE_COORDINATOR
12	of	IN	6_12	NOT_CLAUSE_COORDINATOR
13	fine	JJ	6_13	NOT_CLAUSE_COORDINATOR
14	clothes	NNS	6_14	NOT_CLAUSE_COORDINATOR
15	to	TO	6_15	NOT_CLAUSE_COORDINATOR
16	wear	VB	6_16	NOT_CLAUSE_COORDINATOR
17	,_and	CLN	6_17	NOT_CLAUSE_COORDINATOR
18	plenty	NN	6_18	NOT_CLAUSE_COORDINATOR
19	of	IN	6_19	NOT_CLAUSE_COORDINATOR
20	good	JJ	6_20	NOT_CLAUSE_COORDINATOR
21	things	NNS	6_21	NOT_CLAUSE_COORDINATOR
22	to	TO	6_22	NOT_CLAUSE_COORDINATOR
23	eat	VB	6_23	NOT_CLAUSE_COORDINATOR
24	and	CLN	6_24	NOT_CLAUSE_COORDINATOR
25	drink	VB	6_25	NOT_CLAUSE_COORDINATOR
