



1	This	DT	1_1	BEFORE_COMPLEX_NP
2	file	NN	1_2	BEFORE_COMPLEX_NP
3	is	VBZ	1_3	BEFORE_COMPLEX_NP
4	the	DT	1_4	IN_COMPLEX_NP_BEFORESIGN
5	complement	NN	1_5	IN_COMPLEX_NP_BEFORESIGN
6	of	IN	1_6	IN_COMPLEX_NP_BEFORESIGN
7	that	SPECIAL	1_7	IN_COMPLEX_NP_BEFORESIGN
8	post	NN	1_8	IN_COMPLEX_NP_BEFORESIGN
9	edited	VBN	1_9	IN_COMPLEX_NP_BEFORESIGN
10	by	IN	1_10	IN_COMPLEX_NP_BEFORESIGN
11	Laura	NNP	1_11	IN_COMPLEX_NP_BEFORESIGN
12	[which]	SSCCV	1_12	IN_COMPLEX_NP
13	constitutes	VBZ	1_13	IN_COMPLEX_NP_AFTERSIGN
14	a	DT	1_14	IN_COMPLEX_NP_AFTERSIGN
15	gold	JJ	1_15	IN_COMPLEX_NP_AFTERSIGN
16	standard	NN	1_16	IN_COMPLEX_NP_AFTERSIGN
17	for	IN	1_17	IN_COMPLEX_NP_AFTERSIGN
18	text	NN	1_18	IN_COMPLEX_NP_AFTERSIGN
19	simplification	NN	1_19	IN_COMPLEX_NP_AFTERSIGN
20	(	(	1_20	IN_COMPLEX_NP_AFTERSIGN
21	SSCCV	NNP	1_21	IN_COMPLEX_NP_AFTERSIGN
22	and	CC	1_22	IN_COMPLEX_NP_AFTERSIGN
23	CCV	NNP	1_23	IN_COMPLEX_NP_AFTERSIGN
24	)	)	1_24	AFTER_COMPLEX_NP

1	The	DT	2_1	BEFORE_ADVERBIAL
2	king	NN	2_2	BEFORE_ADVERBIAL
3	comforted	VBD	2_3	BEFORE_ADVERBIAL
4	her	PRP$	2_4	BEFORE_ADVERBIAL
5	and	CMV1	2_5	BEFORE_ADVERBIAL
6	said	VBD	2_6	BEFORE_ADVERBIAL
7	:	SSCM	2_7	BEFORE_ADVERBIAL
8	'	POS	2_8	BEFORE_ADVERBIAL
9	Leave	VB	2_9	BEFORE_ADVERBIAL
10	your	PRP$	2_10	BEFORE_ADVERBIAL
11	bedroom	NN	2_11	BEFORE_ADVERBIAL
12	door	NN	2_12	BEFORE_ADVERBIAL
13	open	JJ	2_13	BEFORE_ADVERBIAL
14	this	DT	2_14	BEFORE_ADVERBIAL
15	night	NN	2_15	BEFORE_ADVERBIAL
16	,_and	CCV	2_16	BEFORE_ADVERBIAL
17	my	PRP$	2_17	BEFORE_ADVERBIAL
18	servants	NNS	2_18	BEFORE_ADVERBIAL
19	shall	MD	2_19	BEFORE_ADVERBIAL
20	stand	VB	2_20	BEFORE_ADVERBIAL
21	outside	JJ	2_21	BEFORE_ADVERBIAL
22	,_and	CCV	2_22	BEFORE_ADVERBIAL
23	[when]	SSCCV	2_23	IN_ADVERBIAL
24	he	PRP	2_24	IN_ADVERBIAL_AFTERSIGN
25	has	VBZ	2_25	IN_ADVERBIAL_AFTERSIGN
26	fallen	VBN	2_26	IN_ADVERBIAL_AFTERSIGN
27	asleep	NN	2_27	IN_ADVERBIAL_AFTERSIGN
28	shall	MD	2_28	AFTER_ADVERBIAL
29	go	VB	2_29	AFTER_ADVERBIAL
30	in	IN	2_30	AFTER_ADVERBIAL
31	,	ESCCV	2_31	AFTER_ADVERBIAL
32	bind	VB	2_32	AFTER_ADVERBIAL
33	him	PRP	2_33	AFTER_ADVERBIAL
34	,_and	CMN1	2_34	AFTER_ADVERBIAL
35	take	VB	2_35	AFTER_ADVERBIAL
36	him	PRP	2_36	AFTER_ADVERBIAL
