
1	It	PRP	1_1	NOT_CLAUSE_COORDINATOR
2	has	VBZ	1_2	NOT_CLAUSE_COORDINATOR
3	been	VBN	1_3	NOT_CLAUSE_COORDINATOR
4	incredibly	RB	1_4	NOT_CLAUSE_COORDINATOR
5	traumatic	JJ	1_5	NOT_CLAUSE_COORDINATOR
6	[and]	CCV	1_6	NOT_CLAUSE_COORDINATOR
7	is	VBZ	1_7	NOT_CLAUSE_COORDINATOR
8	something	NN	1_8	NOT_CLAUSE_COORDINATOR
9	that	SSCCV	1_9	NOT_CLAUSE_COORDINATOR
10	I	PRP	1_10	NOT_CLAUSE_COORDINATOR
11	will	MD	1_11	NOT_CLAUSE_COORDINATOR
12	never	RB	1_12	NOT_CLAUSE_COORDINATOR
13	forget	VB	1_13	NOT_CLAUSE_COORDINATOR
14	.	.	1_14	NOT_CLAUSE_COORDINATOR

1	Obviously	RB	2_1	IN_COMPOUND_BEFORESIGN
2	,	ESMAdvP	2_2	IN_COMPOUND_BEFORESIGN
3	no	DT	2_3	IN_COMPOUND_BEFORESIGN
4	one	NN	2_4	IN_COMPOUND_BEFORESIGN
5	would	MD	2_5	IN_COMPOUND_BEFORESIGN
6	have	VB	2_6	IN_COMPOUND_BEFORESIGN
7	wished	VBN	2_7	IN_COMPOUND_BEFORESIGN
8	what	SSCCV	2_8	IN_COMPOUND_BEFORESIGN
9	happened	VBD	2_9	IN_COMPOUND_BEFORESIGN
10	to	TO	2_10	IN_COMPOUND_BEFORESIGN
11	Mr	NNP	2_11	IN_COMPOUND_BEFORESIGN
12	Gedge	NNP	2_12	IN_COMPOUND_BEFORESIGN
13	[but]	CCV	2_13	IN_COMPOUND
14	perhaps	RB	2_14	IN_COMPOUND_AFTERSIGN
15	now	RB	2_15	IN_COMPOUND_AFTERSIGN
16	in	IN	2_16	IN_COMPOUND_AFTERSIGN
17	hindsight	NN	2_17	IN_COMPOUND_AFTERSIGN
18	he	PRP	2_18	IN_COMPOUND_AFTERSIGN
19	will	MD	2_19	IN_COMPOUND_AFTERSIGN
20	realise	VB	2_20	IN_COMPOUND_AFTERSIGN
21	if	IN	2_21	IN_COMPOUND_AFTERSIGN
22	he	PRP	2_22	IN_COMPOUND_AFTERSIGN
23	had	VBD	2_23	IN_COMPOUND_AFTERSIGN
24	n't	RB	2_24	IN_COMPOUND_AFTERSIGN
25	done	VBN	2_25	IN_COMPOUND_AFTERSIGN
26	something	NN	2_26	IN_COMPOUND_AFTERSIGN
27	as	IN	2_27	IN_COMPOUND_AFTERSIGN
28	obscene	JJ	2_28	IN_COMPOUND_AFTERSIGN
29	in	IN	2_29	IN_COMPOUND_AFTERSIGN
30	the	DT	2_30	IN_COMPOUND_AFTERSIGN
31	first	JJ	2_31	IN_COMPOUND_AFTERSIGN
32	place	NN	2_32	IN_COMPOUND_AFTERSIGN
33	,	ESCCV	2_33	IN_COMPOUND_AFTERSIGN
34	it	PRP	2_34	IN_COMPOUND_AFTERSIGN
35	would	MD	2_35	IN_COMPOUND_AFTERSIGN
36	never	RB	2_36	IN_COMPOUND_AFTERSIGN
37	have	VB	2_37	IN_COMPOUND_AFTERSIGN
38	happened	VBN	2_38	IN_COMPOUND_AFTERSIGN
39	.	.	2_39	AFTER_COMPOUND

1	Mrs	NNP	3_1	BEFORE_COMPOUND
2	Field	NNP	3_2	BEFORE_COMPOUND
3	said	VBD	3_3	BEFORE_COMPOUND
4	the	DT	3_4	IN_COMPOUND_BEFORESIGN
5	incident	NN	3_5	IN_COMPOUND_BEFORESIGN
6	had	VBD	3_6	IN_COMPOUND_BEFORESIGN
7	not	RB	3_7	IN_COMPOUND_BEFORESIGN
8	contributed	VBN	3_8	IN_COMPOUND_BEFORESIGN
9	to	TO	3_9	IN_COMPOUND_BEFORESIGN
10	her	PRP$	3_10	IN_COMPOUND_BEFORESIGN
11	divorce	NN	3_11	IN_COMPOUND_BEFORESIGN
12	from	IN	3_12	IN_COMPOUND_BEFORESIGN
13	her	PRP$	3_13	IN_COMPOUND_BEFORESIGN
14	husband	NN	3_14	IN_COMPOUND_BEFORESIGN
15	[and]	CCV	3_15	IN_COMPOUND
16	she	PRP	3_16	IN_COMPOUND_AFTERSIGN
17	hoped	VBD	3_17	IN_COMPOUND_AFTERSIGN
18	to	TO	3_18	IN_COMPOUND_AFTERSIGN
19	continue	VB	3_19	IN_COMPOUND_AFTERSIGN
20	with	IN	3_20	IN_COMPOUND_AFTERSIGN
21	her	PRP$	3_21	IN_COMPOUND_AFTERSIGN
22	happy	JJ	3_22	IN_COMPOUND_AFTERSIGN
23	life	NN	3_23	IN_COMPOUND_AFTERSIGN
24	with	IN	3_24	IN_COMPOUND_AFTERSIGN
25	her	PRP$	3_25	IN_COMPOUND_AFTERSIGN
26	new	JJ	3_26	IN_COMPOUND_AFTERSIGN
27	partner	NN	3_27	IN_COMPOUND_AFTERSIGN
28	and	CMN1	3_28	IN_COMPOUND_AFTERSIGN
29	their	PRP$	3_29	IN_COMPOUND_AFTERSIGN
30	two	CD	3_30	IN_COMPOUND_AFTERSIGN
31	daughters	NNS	3_31	IN_COMPOUND_AFTERSIGN
32	,	SSMN	3_32	IN_COMPOUND_AFTERSIGN
33	Sophie	NNP	3_33	IN_COMPOUND_AFTERSIGN
34	,	SSMA	3_34	IN_COMPOUND_AFTERSIGN
